Bench kernel, random prime p = 1050544775238766139, bit length = 60
rdim	cdim	deg	direct-app	direct-int	zls-app		zls-int
2	1	2	0.00000526	0.00000962	0.00000531	0.00000984
2	1	4	0.00001201	0.00001804	0.00001191	0.00001823
2	1	8	0.00002907	0.00003790	0.00002910	0.00003700
2	1	16	0.00007884	0.00008631	0.00008013	0.00008624
2	1	32	0.00017610	0.00022773	0.00017624	0.00022941
2	1	64	0.00040340	0.00056212	0.00040513	0.00056414
2	1	128	0.00092474	0.00138058	0.00091916	0.00137864
2	1	256	0.00214944	0.00333410	0.00214781	0.00331225
2	1	512	0.00501398	0.00796144	0.00503371	0.00796106
2	1	1024	0.01154662	0.01876366	0.01158537	0.01878237
2	1	2048	0.02635162	0.04371241	0.02637581	0.04459968
2	1	4096	0.05972310	0.09876725	0.05947702	0.10003870
4	1	2	0.00000843	0.00001325	0.00000846	0.00001341
4	1	4	0.00001795	0.00002560	0.00001800	0.00002545
4	1	8	0.00004282	0.00005399	0.00004301	0.00005384
4	1	16	0.00011438	0.00012841	0.00011400	0.00012864
4	1	32	0.00031891	0.00038609	0.00031979	0.00038772
4	1	64	0.00084344	0.00099800	0.00084794	0.00099761
4	1	128	0.00209634	0.00267042	0.00207041	0.00267387
4	1	256	0.00520073	0.00684615	0.00519973	0.00681303
4	1	512	0.01251309	0.01704388	0.01282591	0.01686719
4	1	1024	0.02950636	0.04187679	0.02968136	0.04183338
4	1	2048	0.06986441	0.10039244	0.07012124	0.10072053
4	1	4096	0.16291221	0.23666190	0.16292314	0.23714623
4	2	2	0.00001302	0.00001911	0.00000979	0.00001561
4	2	4	0.00003536	0.00004598	0.00002234	0.00003099
4	2	8	0.00010067	0.00011233	0.00005640	0.00006670
4	2	16	0.00029435	0.00033711	0.00015723	0.00016606
4	2	32	0.00081920	0.00087098	0.00042218	0.00045716
4	2	64	0.00217150	0.00228532	0.00112560	0.00121062
4	2	128	0.00573451	0.00574092	0.00298987	0.00318868
4	2	256	0.01244372	0.01296364	0.00722940	0.00821620
4	2	512	0.02846355	0.03143338	0.01723349	0.02048996
4	2	1024	0.06584757	0.07351761	0.04023502	0.05073717
4	2	2048	0.15098597	0.16987468	0.09320378	0.12161013
4	2	4096	0.34628271	0.38294320	0.21161439	0.28086922
4	3	2	0.00001893	0.00002672	0.00004111	0.00005834
4	3	4	0.00006020	0.00006967	0.00008467	0.00011553
4	3	8	0.00019457	0.00018709	0.00020103	0.00024090
4	3	16	0.00056993	0.00054558	0.00049459	0.00062126
4	3	32	0.00162395	0.00154030	0.00125068	0.00157522
4	3	64	0.00447589	0.00393668	0.00303916	0.00387636
4	3	128	0.01093831	0.01019264	0.00718908	0.00954178
4	3	256	0.02521652	0.02459410	0.01678971	0.02267550
4	3	512	0.05732379	0.05813483	0.03921378	0.05322308
4	3	1024	0.12862940	0.13638005	0.09069673	0.12320498
4	3	2048	0.28899883	0.31380846	0.21253564	0.28596708
4	3	4096	0.64453744	0.71935146	0.47649337	0.65812562
8	1	2	0.00001921	0.00002467	0.00001938	0.00002480
8	1	4	0.00004241	0.00005239	0.00004246	0.00005247
8	1	8	0.00010299	0.00011890	0.00010306	0.00011924
8	1	16	0.00028927	0.00031849	0.00030455	0.00034763
8	1	32	0.00135800	0.00139194	0.00135769	0.00139863
8	1	64	0.00354505	0.00353848	0.00354060	0.00354223
8	1	128	0.00964835	0.01020402	0.00924528	0.01019923
8	1	256	0.02230266	0.02744861	0.02238993	0.02745150
8	1	512	0.05159460	0.06811466	0.05175607	0.06802760
8	1	1024	0.12038163	0.16413590	0.12220408	0.16426494
8	1	2048	0.28103783	0.39559536	0.28159750	0.39735132
8	1	4096	0.64193170	0.91305616	0.63901312	0.91147803
8	3	2	0.00004246	0.00005203	0.00002321	0.00003209
8	3	4	0.00013669	0.00015100	0.00005429	0.00006832
8	3	8	0.00046510	0.00045137	0.00013772	0.00015793
8	3	16	0.00197109	0.00168379	0.00039563	0.00040906
8	3	32	0.00538552	0.00472119	0.00155385	0.00135205
8	3	64	0.01270539	0.01222504	0.00519872	0.00425666
8	3	128	0.03113331	0.03017696	0.01258512	0.01157169
8	3	256	0.07473442	0.07470563	0.02974503	0.02991945
8	3	512	0.17537005	0.18123507	0.06708012	0.07410620
8	3	1024	0.41814369	0.42931313	0.15418524	0.17781873
8	3	2048	0.94601253	0.99233574	0.35502303	0.42242027
8	3	4096	2.15659314	2.29208727	0.79871288	0.98463098
8	5	2	0.00007052	0.00008449	0.00006856	0.00008650
8	5	4	0.00028555	0.00027353	0.00014811	0.00018143
8	5	8	0.00148589	0.00116625	0.00038104	0.00042405
8	5	16	0.00487878	0.00370876	0.00108935	0.00113532
8	5	32	0.01153939	0.01042870	0.00358283	0.00331200
8	5	64	0.02879500	0.02592876	0.01018269	0.00913797
8	5	128	0.06897711	0.06104034	0.02570979	0.02328937
8	5	256	0.15985700	0.14184670	0.05983426	0.05833879
8	5	512	0.36750754	0.32917539	0.13837768	0.14051672
8	5	1024	0.83740835	0.74988518	0.31706984	0.33089561
8	5	2048	1.90092239	1.69374139	0.71663820	0.77171752
8	5	4096	4.24241341	3.76652877	1.62723014	1.77155145
8	7	2	0.00007475	0.00012799	0.00011851	0.00016407
8	7	4	0.00030122	0.00041528	0.00030529	0.00037015
8	7	8	0.00202630	0.00171425	0.00080331	0.00095330
8	7	16	0.00611907	0.00576075	0.00221877	0.00253111
8	7	32	0.01607214	0.01493854	0.00634673	0.00680490
8	7	64	0.03988832	0.03699151	0.01509476	0.01574686
8	7	128	0.09735213	0.08918037	0.03628221	0.03794078
8	7	256	0.22780834	0.21557366	0.08292120	0.09166966
8	7	512	0.52150738	0.51508349	0.18795411	0.21353499
8	7	1024	1.19233718	1.18557277	0.42424039	0.49334533
8	7	2048	2.69610717	2.73440497	0.95743266	1.12726745
8	7	4096	6.08603003	6.22004289	2.15647278	2.58707420
16	1	2	0.00006533	0.00007113	0.00006566	0.00007104
16	1	4	0.00015571	0.00017071	0.00015565	0.00017143
16	1	8	0.00040979	0.00044714	0.00040707	0.00044256
16	1	16	0.00117641	0.00126070	0.00118295	0.00126253
16	1	32	0.00510734	0.00508070	0.00501984	0.00506150
16	1	64	0.01452800	0.01382741	0.01446348	0.01389877
16	1	128	0.04181027	0.04661475	0.04197675	0.04683906
16	1	256	0.09504001	0.11609479	0.09481109	0.11619765
16	1	512	0.21938223	0.28497092	0.22109338	0.28222562
16	1	1024	0.51996065	0.68589974	0.51802097	0.67982031
16	1	2048	1.22064095	1.61533047	1.22604573	1.61657327
16	1	4096	2.82799954	3.80050929	2.84474272	3.80630238
16	5	2	0.00023652	0.00025885	0.00007636	0.00009487
16	5	4	0.00109753	0.00103614	0.00018830	0.00021857
16	5	8	0.00473051	0.00404643	0.00051840	0.00054971
16	5	16	0.01639107	0.01345321	0.00157863	0.00152370
16	5	32	0.04629812	0.03980587	0.00543707	0.00483138
16	5	64	0.11529913	0.10148941	0.01627930	0.01472379
16	5	128	0.28082874	0.24276401	0.04628916	0.04663014
16	5	256	0.64493850	0.57311933	0.11302504	0.12086054
16	5	512	1.49395347	1.31421009	0.27939478	0.30702553
16	5	1024	3.41657640	2.98013916	0.66501893	0.74113773
16	5	2048	7.72685037	6.71688574	1.54711858	1.75102160
16	5	4096	17.12873074	14.91286431	3.54365083	4.09002308
16	9	2	0.00051799	0.00050118	0.00022788	0.00026502
16	9	4	0.00298621	0.00217174	0.00043834	0.00050632
16	9	8	0.01325356	0.00969546	0.00127371	0.00132101
16	9	16	0.04865854	0.03562328	0.00411272	0.00355740
16	9	32	0.13164306	0.09936011	0.01340945	0.01115213
16	9	64	0.31734694	0.23892635	0.03766143	0.03275255
16	9	128	0.75197313	0.56485866	0.09825394	0.09186744
16	9	256	1.73782390	1.31215280	0.23174580	0.23019501
16	9	512	4.00615489	2.99857761	0.55933350	0.56638483
16	9	1024	9.02200454	6.88597697	1.32308453	1.35692642
16	9	2048	20.25057304	15.38490764	3.03678761	3.15603706
16	9	4096	45.49649554	34.46602666	6.94724401	7.29147309
16	13	2	0.00051096	0.00071579	0.00044844	0.00052156
16	13	4	0.00435820	0.00401836	0.00091958	0.00104285
16	13	8	0.02154761	0.01610932	0.00288431	0.00301919
16	13	16	0.06485585	0.05325616	0.00832497	0.00811473
16	13	32	0.16768385	0.13554357	0.02429044	0.02155146
16	13	64	0.40967199	0.33098028	0.06761866	0.05543071
16	13	128	0.96503680	0.76669196	0.15603094	0.14344620
16	13	256	2.24798965	1.75957794	0.36103390	0.34779454
16	13	512	5.08800969	4.01167398	0.81674277	0.81124532
16	13	1024	11.55501195	9.06561522	1.86689603	1.88789930
16	13	2048	25.80905328	20.16005568	4.18960133	4.31373395
16	13	4096	57.78340538	45.02225604	9.43021750	9.84257279
32	1	2	0.00029872	0.00029544	0.00029987	0.00029499
32	1	4	0.00076450	0.00080317	0.00075995	0.00080274
32	1	8	0.00209514	0.00218561	0.00210442	0.00220027
32	1	16	0.00625708	0.00647990	0.00631779	0.00652917
32	1	32	0.02443218	0.02474569	0.02471815	0.02494800
32	1	64	0.06384466	0.06271204	0.06450846	0.06366265
32	1	128	0.17201445	0.19071854	0.17438594	0.19052445
32	1	256	0.49315577	0.55749566	0.49194877	0.55481337
32	1	512	1.11283653	1.31671186	1.12222554	1.32466526
32	1	1024	2.62860036	3.22123564	2.60272156	3.22162373
32	1	2048	6.21863608	7.56902501	6.11528412	7.58115782
32	1	4096	14.15464540	17.63615832	14.12680126	17.77202284
32	9	2	0.00245126	0.00230459	0.00032685	0.00037363
32	9	4	0.01518017	0.01288032	0.00086809	0.00093412
32	9	8	0.04812986	0.03953312	0.00248520	0.00250624
32	9	16	0.16025708	0.12938940	0.00799626	0.00727443
32	9	32	0.46819730	0.39562136	0.02570993	0.02188874
32	9	64	1.19204599	1.00941176	0.08017326	0.06215277
32	9	128	2.92201435	2.46906054	0.20964181	0.18806024
32	9	256	6.91769864	5.80910756	0.57643347	0.54998057
32	9	512	16.16910658	13.48218910	1.38244655	1.36383948
32	9	1024	37.16143979	30.78710046	3.32248112	3.34409480
32	9	2048	84.31121672	70.23593037	7.79498014	7.96368868
32	9	4096	190.36882182	159.30358374	18.03721231	18.69219353
32	17	2	0.00685130	0.00493808	0.00095735	0.00102085
32	17	4	0.03917374	0.02732905	0.00188976	0.00201772
32	17	8	0.14639613	0.10525938	0.00557396	0.00539580
32	17	16	0.46084229	0.37028122	0.01650214	0.01493568
32	17	32	1.30578242	1.03576706	0.05420376	0.04491927
32	17	64	3.22503192	2.46667882	0.15715939	0.12615632
32	17	128	7.75285241	5.86898928	0.42669165	0.37485653
32	17	256	18.26267691	13.71214989	1.09776883	1.00567570
32	17	512	42.11292164	31.36900426	2.61492923	2.46345210
32	17	1024	96.99699464	71.85545577	6.26233003	6.00049714
32	17	2048	219.62392135	162.83251045	14.71628921	14.18222012
32	17	4096	506.32649784	376.19638816	34.59124854	33.70186576
32	25	2	0.00668515	0.00698095	0.00130573	0.00143544
32	25	4	0.05596016	0.04481897	0.00297458	0.00312217
32	25	8	0.23782599	0.19616041	0.00874535	0.00822817
32	25	16	0.71681910	0.57034422	0.02821471	0.02370296
32	25	32	1.85182899	1.43380129	0.08909711	0.06974654
32	25	64	4.53559398	3.45107754	0.24636434	0.19204095
32	25	128	10.81562468	7.98937305	0.60577141	0.50630092
32	25	256	24.84438502	18.24133901	1.50072679	1.30790444
32	25	512	57.26778200	41.32886178	3.56031855	3.24375338
32	25	1024	131.74801785	95.01524512	8.25707948	7.54872592
32	25	2048	297.31701371	212.19594482	18.94179975	17.42591706
32	25	4096	670.14849383	466.36382439	42.40826762	39.73889438
64	1	2	0.00141972	0.00136988	0.00148166	0.00137733
64	1	4	0.00365223	0.00378565	0.00369821	0.00376144
64	1	8	0.01006389	0.01032950	0.01009191	0.01043337
64	1	16	0.03118277	0.03172782	0.03087831	0.03172949
64	1	32	0.12135552	0.11996326	0.12081211	0.11830987
64	1	64	0.32499355	0.29669588	0.32671257	0.29510887
64	1	128	0.85585306	0.88044171	0.85314746	0.87462807
64	1	256	2.45698498	2.59597292	2.47226084	2.59344035
64	1	512	5.63752264	6.13833159	5.65996357	6.14651427
64	1	1024	13.45809399	15.04761753	13.42253356	15.04283577
64	1	2048	32.71336010	36.95426886	32.47236391	36.69710405
64	1	4096	75.58094897	89.23012268	75.78345071	90.76785955
64	17	2	0.03526687	0.02946695	0.00164417	0.00171550
64	17	4	0.19445274	0.15393552	0.00449544	0.00450859
64	17	8	0.67080897	0.53146038	0.01307691	0.01188418
64	17	16	1.95276253	1.60780081	0.04131270	0.03471241
64	17	32	5.67960868	4.72246275	0.13677634	0.10946130
64	17	64	14.65039685	11.92062759	0.38029476	0.29787252
64	17	128	35.40737956	28.67789178	1.09243426	0.84703660
64	17	256	85.42360510	69.43361262	2.90853448	2.44764763
64	17	512	203.07539292	161.01020780	7.26948103	6.40511080
64	17	1024	458.86198608	370.92425789	17.74711960	16.08163565
64	17	2048	1049.27832742	858.49105165	42.58609122	39.02250365
64	17	4096	2408.69608579	1982.84268835	99.83261366	93.77677969
64	33	2	0.17963249	0.12990993	0.00811265	0.00824897
64	33	4	0.87413087	0.64804572	0.01694773	0.01726978
64	33	8	3.05697837	1.41524950	0.02996020	0.02708158
64	33	16	5.28634780	3.97441638	0.08627181	0.07411465
64	33	32	15.70222347	11.47623391	0.26453252	0.21775805
64	33	64	39.66499353	28.44517520	0.74364122	0.58342482
64	33	128	97.96607247	69.26747631	2.14615248	1.68797332
64	33	256	234.24892101	164.19778252	5.65979579	4.71425604
64	33	512	551.86783618	375.98506197	13.99961898	11.96625449
64	33	1024	1241.37537230	855.65699934	33.65611813	29.37926472
64	33	2048	2848.73983507	2960.14904553	93.20783738	82.22875901
64	33	4096	23094.33217020	7999.73294054	203.94121349	163.95241157
64	49	2	0.13423351	0.11099763	0.00582386	0.00622571
64	49	4	0.80061687	0.66318373	0.01379024	0.01359172
64	49	8	3.20825918	2.45818440	0.04147486	0.03689336
64	49	16	9.35280277	6.93352549	0.12615084	0.10326777
64	49	32	23.95599177	17.21200531	0.37546689	0.29908346
64	49	64	58.43415468	41.63545214	1.06728523	0.84601626
64	49	128	138.62030634	101.91233785	2.93199413	2.31513286
64	49	256	320.16503286	220.33266456	7.25459236	5.92767283
64	49	512	730.15786076	496.94106097	17.83264787	14.86305200
64	49	1024	1655.70763602	1141.03601930	42.33623254	35.23980541
64	49	2048	3796.22732593	3939.59081569	102.64158733	102.77669730
